url,release_date,brand_name,model,gender,len_colorway,main_color,upper_material,technology,len_size,unique,price,days_since_release
https://www.goat.com/sneakers/rs-computer-lunar-rock-1986-rscomp1986,1986-01-01,Puma,RS-Computer 'Lunar Rock' 1986,men,4,White,Textile,,25,0,,14367
https://www.goat.com/sneakers/air-jordan-2-og-white-red-1986-4361,1986-01-01,Air Jordan,Air Jordan 2 OG 'White Red' 1986,men,2,White,Leather,Air,39,0,,14367
https://www.goat.com/sneakers/weapon-hi-magic-1986-weap86magic,1986-01-01,Converse,Weapon Hi 'Magic' 1986,men,3,Gold,Leather,,25,0,,14367
https://www.goat.com/sneakers/conductor-knicks-home-conductorknick,1986-01-01,adidas,Conductor 'Knicks Home',men,3,White,Leather,,31,0,,14367
https://www.goat.com/sneakers/attitude-hi-knicks-home-attitudeknick,1986-01-01,adidas,Attitude Hi 'Knicks Home',men,3,White,Leather,,31,0,,14367
https://www.goat.com/sneakers/rivalry-low-knicks-home-rivalryknick,1986-01-01,adidas,Rivalry Low 'Knicks Home',men,3,White,Leather,,31,0,,14367
https://www.goat.com/sneakers/weapon-hi-white-black-1986-weap86wht,1986-01-01,Converse,Weapon Hi 'White Black' 1986,men,2,White,Leather,,25,0,,14367
https://www.goat.com/sneakers/team-convention-high-white-team-orange-860709stp,1986-01-01,Nike,Team Convention High 'White Team Orange',men,3,Orange,Leather,,39,0,1378.0,14367
https://www.goat.com/sneakers/road-runner-1986-860305hsm,1986-01-01,Nike,Road Runner 1986,men,0,Blue,,,39,0,1331.0,14367
https://www.goat.com/sneakers/air-max-1-og-blue-1987-am1ogblu,1986-03-26,Nike,Air Max 1 OG 'Blue' 1987,men,3,Blue,Mesh,Air,39,0,,14283
https://www.goat.com/sneakers/nike-air-trainer-1-og-1987-6473,1987-02-01,Nike,Air Trainer 1 OG 'Chlorophyll' 1987,men,5,White,Leather,Air,39,0,,13971
https://www.goat.com/sneakers/air-max-1-1987-2377,1987-03-26,Nike,Air Max 1 OG 'Varsity Red' 1987,men,5,White,Mesh,Air,39,0,,13918
https://www.goat.com/sneakers/air-pegasus-87-white-blue-ag87blu,1987-01-01,Nike,Air Pegasus 87 'White Blue',men,2,White,,Air,39,0,,14002
https://www.goat.com/sneakers/air-windrunner-white-black-airwind87blk,1987-01-01,Nike,Air Windrunner 'White Black',men,2,White,,Air,39,0,,14002
https://www.goat.com/sneakers/court-force-high-white-green-4311,1987-01-01,Nike,Court Force High 'White Green',men,2,Green,Leather,,39,0,,14002
https://www.goat.com/sneakers/air-safari-1987-airsafari87,1987-07-01,Nike,Air Safari 1987,men,4,Tan,,Air,39,0,,13821
https://www.goat.com/sneakers/weapon-hi-white-royal-blue-19184,1987-01-01,Converse,Weapon Hi 'White Royal Blue',men,3,Blue,Leather,,25,0,,14002
https://www.goat.com/sneakers/weapon-hi-white-green-19180,1987-01-01,Converse,Weapon Hi 'White Green',men,2,Green,Leather,,25,0,,14002
